"Median_house_value","Median_household_income","Mean_household_income","POPULATION","Total_units","Vacant_units","Owners","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","LATITUDE","LONGITUDE"
523200,65352,77380,7955,2668,0,55.6,5.4,3.1,3.08,37.003793,-121.57729
474000,78625,100340,4111,1203,0,82.5,6.6,3.26,2.16,36.992918,-121.571211
585700,88568,109199,6194,2263,224,67,6.3,2.88,2.29,37.003788,-121.593143
284200,41458,51865,3954,1066,109,20.8,3.9,2.87,3.71,37.006861,-121.564889
247000,34038,53302,4505,1133,21,38.6,4.8,2.91,3.98,37.016276,-121.568113
772700,33523,46601,8215,2456,245,0.9,3.3,2.75,1.95,37.424989,-122.159762
697100,118221,130059,2163,843,62,83.6,6,2.78,2.47,36.990528,-121.998761
652100,65066,83986,7071,2808,101,56.4,4.9,2.45,2.66,36.98444,-122.013844
876800,84330,133754,3380,1303,80,60.4,5.5,2.18,3.25,36.981431,-122.041709
302800,50170,71881,7331,481,22,36.8,4.7,2.27,2.67,36.995506,-122.059229
735700,88155,103070,5370,2298,284,62.1,4.9,2.55,2.67,36.969066,-122.054276
711700,78177,89160,3341,1399,154,60.4,5.4,2.62,2.82,36.969726,-122.041234
601600,43977,64771,2632,1103,149,25.7,3.1,2.09,1.63,36.975845,-122.029537
645000,54409,65512,6873,3303,221,27.5,4,2.85,2.48,36.973193,-122.015251
723500,59148,78787,4236,2351,395,37.4,4.2,2.4,1.94,36.973338,-122.005447
553100,33781,46928,7866,3767,436,15.4,3.4,2.57,2.15,36.967017,-122.027399
761600,81736,108481,5444,2481,180,58.6,5,2.69,2.44,36.958414,-122.035877
679200,74474,84150,3132,1368,94,61.7,5.1,2.65,2.47,36.954415,-122.050898
364100,42500,59169,7466,2530,110,54.8,4.8,2.86,3.46,36.920559,-121.744506
485700,53636,77303,7399,2257,79,56.3,5.2,3.26,3.52,36.923904,-121.755165
368500,33080,36900,6710,1866,103,16.5,4,4.64,3.67,36.911827,-121.755135
444800,47938,59249,7976,2110,172,44.6,4.4,4.07,3.95,36.910035,-121.770729
330700,43173,52294,7646,2130,154,46.5,4.4,3.82,3.15,36.920505,-121.769529
315100,51673,64847,6088,1527,52,53.8,5.2,3.97,4.9,36.92991,-121.76983
293400,45682,50809,8349,2288,14,51.5,4.8,3.96,3.15,36.930804,-121.7816
421600,49444,68711,3357,870,46,63.1,5.1,3.57,4.04,36.940365,-121.790957
682300,86512,102944,4283,1688,149,77.3,5.3,2.62,2.3,37.069531,-122.160577
551700,82269,112667,5180,2346,243,77.4,5,2.44,2.31,37.082867,-122.092467
534700,83826,85424,2602,1144,137,62.3,4.6,2.7,2.47,37.080632,-122.086339
475700,81607,97458,4993,2510,362,67.6,5.1,2.37,2.29,37.129689,-122.127686
727100,95536,137227,5687,2809,286,79.2,5.4,2.43,1.97,37.162207,-122.084153
569600,85000,92218,4733,1982,124,78.2,5.4,2.61,2.26,37.084688,-122.05911
574900,72986,102184,4120,2056,319,74.3,4.8,2.66,2.09,37.033851,-122.064724
722000,92819,128811,5863,2470,59,79.7,6,2.62,1.76,37.028704,-122.031544
650600,117277,126350,8360,3334,275,72,5.3,2.69,2.37,37.060176,-122.01536
852200,107785,141405,3423,1516,277,82.9,6,2.55,2.59,37.103127,-121.937636
626900,83380,130568,2963,1168,23,90,5.4,2.39,2.63,37.019503,-121.960864
830300,103438,132206,6114,2507,92,73.5,6.1,2.72,2.35,37.031407,-122.001469
647000,67875,93100,4144,1685,82,60.9,5,2.77,2.53,36.993882,-121.976371
585300,57361,69611,2683,927,8,66.8,4.8,2.35,2.24,36.981185,-121.986272
501100,59940,70976,4373,1598,71,59.7,4.3,2.78,2.63,36.975779,-121.97872
475000,58495,74615,3362,1425,82,57.6,4.6,2.27,2.27,36.97417,-121.991206
492200,49335,75174,4917,2795,651,38.7,4.2,2.46,2.15,36.964776,-121.988205
561600,63197,81026,6159,3141,597,56.5,4.4,2.22,1.99,36.96234,-121.971121
424800,51214,67927,7458,3367,352,54,4.2,2.2,2.51,36.974443,-121.964895
635500,55257,78645,4796,2831,560,37.4,4.2,2.13,2.08,36.979053,-121.948283
841500,77683,116177,4909,1965,125,70,5.7,2.56,2.43,37.000998,-121.940737
821800,91394,123503,3349,1394,63,81.9,6.1,2.61,2.55,37.000884,-121.870615
506400,71925,80778,6543,2778,54,71.8,5.1,2.28,2.7,36.986215,-121.932677
577500,57450,71713,3267,1898,425,53.4,4.5,2.11,2.16,36.976924,-121.915206
720500,75039,96558,6269,3429,721,69.4,5.6,2.23,2.86,36.974633,-121.88421
757900,90769,122811,2221,910,50,86.5,6.1,2.44,2.87,36.965938,-121.877579
827200,99138,124830,3622,1728,254,66.4,5.4,2.54,2.15,36.957691,-121.878145
856500,72350,97660,3943,2243,802,64.7,5,2.05,2.73,36.921851,-121.840234
717100,77344,96989,7167,2801,233,77.8,5.7,2.62,3.29,36.984059,-121.807581
385900,65391,78141,6670,1468,0,71.4,5.5,3.82,5.13,36.952405,-121.753678
450000,48477,64144,2638,823,24,73.2,5.1,2.99,3.55,36.959131,-121.778671
799100,55450,70004,1741,459,36,28.8,4.5,3.57,4.2,36.946356,-121.708469
155100,22270,31603,1581,766,71,17.8,3.7,2.02,1.56,40.58236,-122.390378
224600,38844,50151,2078,1165,48,38.1,4.5,2.06,1.89,40.580179,-122.378947
239400,42064,49713,3833,1590,71,46.9,4.7,2.29,2.45,40.580236,-122.345303
244900,31318,46454,4417,1776,175,60.3,5.4,2.19,2.43,40.552569,-122.378243
242100,28705,41779,4928,2167,255,36.8,4.4,2.63,2.28,40.577003,-122.400642
352400,70833,93183,2492,1028,0,80.1,6.3,2.66,2.27,40.563747,-122.41274
298600,62059,82585,5429,2281,273,71.7,5.8,2.7,2.64,40.580605,-122.422259
378800,77167,90214,1394,612,0,84,6.4,2.36,4.52,40.582826,-122.463044
303700,53816,67800,3896,1788,288,69.4,5.3,2.51,2.05,40.60152,-122.40576
240100,35795,42612,3240,1781,224,27.9,4.3,2.57,2.09,40.600807,-122.368244
174700,32500,43345,4362,2180,218,56.3,4.8,2.14,2.12,40.616446,-122.391903
218700,49449,57951,4908,2233,162,36,4.7,2.39,2.21,40.596631,-122.34943
287000,80550,88198,2745,882,33,82.2,5.9,2.46,2.28,40.608034,-122.33018
270000,51114,60448,5006,1991,250,60.3,5.2,2.54,3,40.581327,-122.321007
164100,29603,45413,3192,1585,206,57.2,4.7,2.32,2.25,40.622969,-122.377096
320200,63039,64327,4362,1761,56,79,6,2.65,2.46,40.624787,-122.348418
226200,30816,42400,4293,1635,117,40.4,4.6,2.56,2.38,40.557424,-122.362028
389900,77083,106502,1668,657,75,87.5,6.2,2.69,3.33,40.529468,-122.455972
232200,43333,53146,5324,2404,84,63.3,5.2,2.42,2.05,40.536194,-122.395944
292300,59590,69890,3096,1121,27,69.9,5.8,2.35,3.47,40.518045,-122.370303
223300,31801,36620,6113,2393,194,32.9,4.6,2.84,2.63,40.554816,-122.348601
191100,43872,45913,5073,2114,0,50.1,4.9,2.07,2.55,40.56747,-122.335153
267500,52833,71890,3971,1510,52,71.7,5.7,2.98,3.25,40.551116,-122.335391
395100,80500,102207,3350,1268,36,84.7,6.4,2.88,3.9,40.544986,-122.323188
328400,75365,80277,2804,961,86,72.1,6,3.14,4.4,40.554398,-122.317663
251800,49318,64796,5485,2331,25,84.6,5.7,2.51,4.02,40.496376,-122.312008
178000,26484,44608,3877,1631,157,69.3,5.1,2.58,2.78,40.650957,-122.409593
335100,63490,64246,2240,969,86,70,5.8,2.35,3.71,40.660239,-122.361263
188700,42938,43620,3476,1392,115,73.8,5.1,2.6,1.98,40.674638,-122.367539
176700,38438,43659,3282,1399,214,73.7,5,2.54,2.34,40.685185,-122.368144
284200,54316,80432,2464,936,105,90.1,5.5,3.11,1.71,40.617076,-122.256043
327300,62646,85173,2442,1025,12,93.7,5.8,2.69,1.17,40.660245,-122.287288
241800,41071,70757,2923,1353,189,78.9,5.2,2.43,3.63,40.700103,-122.318487
370500,65422,80654,4511,1838,57,89.7,6.3,2.66,2.36,40.552071,-122.249666
181700,33721,40880,4648,2112,255,39.3,4.5,2.38,2.5,40.443156,-122.302874
181900,35557,43720,4505,2019,199,59.1,5,2.48,2.72,40.462463,-122.297355
228100,34167,45237,1916,922,0,47.5,4.7,2.71,1.94,40.455154,-122.276562
212400,47230,59663,5379,2238,406,80.5,5.3,2.87,3.03,40.405863,-122.261009
172000,35222,43415,2578,1093,100,74,5,2.26,2.62,40.478839,-122.350864
262600,53011,58988,5450,2170,144,75.6,5.4,2.71,2.73,40.463406,-122.421235
238200,57560,72968,3913,1529,179,74.8,5.3,2.73,2.56,40.397845,-122.34133
294000,53384,85575,4100,1687,250,88.2,5.8,2.83,1.95,40.537674,-122.533894
249200,48088,73692,1477,1156,534,91.3,5.2,2.06,3.59,40.944597,-122.355577
251500,42011,59433,5195,2400,310,79.3,5.3,2.33,2.42,40.714431,-122.068399
254400,45244,59098,4134,2259,475,81.2,5.5,2.24,2.56,40.498006,-121.883749
300000,44669,56911,2198,1078,178,79.1,5.5,2.39,2.23,40.53658,-122.034264
180400,37695,44846,4392,2190,499,67.4,5,2.27,2.04,40.889409,-121.650816
217600,38337,54043,3083,1716,455,77.1,5.3,2.51,2.41,41.005337,-121.454229
304700,50308,56825,3240,2307,979,76.8,5.1,2.42,2.4,39.612588,-120.414236
105600,27941,36937,1458,705,163,61.6,4.6,2.54,2.18,41.952427,-121.494595
133000,32750,47891,1955,900,194,69.8,4.8,2.32,2.89,41.911822,-121.946986
182900,37328,46635,4105,2184,392,73.1,4.9,2.15,2.43,41.753457,-122.464603
207800,29926,42082,652,474,93,71.4,4.6,2.17,2.95,41.913642,-122.582528
152400,26690,34892,2142,1310,355,64.6,4.6,2.17,2.06,41.791616,-123.299662
245300,44471,53818,1847,972,185,75.3,5,2.04,2.28,41.624851,-122.870436
285600,43679,56842,3755,1867,292,74.4,5.3,2.14,2.66,41.667506,-122.607559
148900,31468,49661,4406,2163,331,47.1,4.8,2.02,2.38,41.721769,-122.633161
229600,35709,50563,3362,1509,14,58.1,5.2,2.6,2.18,41.736253,-122.644768
234800,41389,49600,3412,1864,340,76.7,5.1,2.15,2.53,41.474236,-122.917745
250500,41330,53735,7231,3434,522,62.7,5.4,2.2,2.36,41.459697,-122.382547
325400,43295,57267,6991,3793,470,64.1,5.2,2.3,1.83,41.317045,-122.322737
215300,35085,41386,2175,1558,393,60.9,4.6,2.11,1.83,41.213841,-122.274597
218200,36806,45028,1409,1153,360,58.9,4.9,2,2.3,41.26707,-122.120755
357100,71000,82466,4292,1678,86,58.7,5.8,2.96,2.93,38.116418,-122.222763
360800,88984,85168,2280,885,76,69.7,6.2,2.86,2.06,38.113349,-122.208285
366600,103500,110704,6678,2270,124,65.8,6.2,3.55,2.51,38.127606,-122.213593
453200,115323,141240,4412,1478,168,88.4,6.8,3.34,4.16,38.133105,-122.192465
258300,45288,65272,4000,1483,228,61,5.1,2.14,3.63,38.104731,-122.209842
174600,55833,64207,3206,1248,178,58.1,5.2,2.92,3.22,38.10512,-122.22304
226900,59080,62781,3087,1337,188,77.8,4.9,2.46,2.73,38.095246,-122.224144
253900,55795,66127,2071,838,60,67.7,5,2.44,3.86,38.094298,-122.213929
281500,74327,97425,3128,1242,113,77.2,6.1,2.76,2.89,38.092955,-122.202616
244700,61614,70575,4695,1643,205,67.5,5.3,2.85,4.1,38.083059,-122.224575
309000,98690,109543,3842,1593,71,82.8,6,2.61,2.46,38.072543,-122.218534
393300,106541,116800,4223,1570,128,89.5,6.4,2.82,2.37,38.073943,-122.204434
96000,49125,59373,2962,1204,172,67.6,4.5,2.66,3.31,38.087105,-122.238187
237500,42857,60667,3917,1728,288,42.2,4.3,2.29,2.39,38.081033,-122.245246
225000,14056,34557,2798,1614,351,10.8,3,1.69,1.85,38.101608,-122.258045
357600,47633,54913,2470,1319,232,37.2,4,2.17,2.29,38.101129,-122.249105
225700,51397,57407,3271,1317,232,49.7,4.4,3.19,2.25,38.096979,-122.235911
219000,48240,58220,3061,1240,217,62.6,5.1,2.6,3.64,38.105391,-122.236819
308700,64750,81809,2938,1227,74,84.2,6.2,2.42,2.68,38.114561,-122.235818
293900,53387,65812,5357,2293,155,69.8,5.2,2.53,2.93,38.124272,-122.238729
244100,36039,50128,3555,1594,215,35,4.8,2.56,2.39,38.109902,-122.250062
284200,43292,52635,2359,1299,151,19.6,4.3,2.85,2.66,38.108408,-122.259366
273100,50168,71406,3372,1624,391,41.9,4.2,2.14,2.36,38.115988,-122.262609
236700,66083,64383,2578,1003,134,60.2,5.2,2.51,3.11,38.122323,-122.268381
41400,31413,42793,2538,1379,175,37.6,3.4,2.27,2.01,38.128401,-122.255758
310900,56021,67101,4988,1491,51,70.6,5.7,4.08,3.8,38.149126,-122.260136
248200,72589,72165,3655,1068,99,66.3,5.9,3.36,4.03,38.15177,-122.271281
275200,60426,68888,5072,2046,265,47.9,4.7,2.73,2.62,38.133861,-122.243989
243100,64481,72386,5833,1776,172,70.4,5.6,3.82,3.61,38.148026,-122.244333
281100,70707,93237,5308,1791,311,81.1,6.1,3.2,4.15,38.147503,-122.228784
454800,69110,95308,4157,2228,299,53.1,5.1,2.52,2.09,38.053591,-122.162922
401900,72847,77102,3874,1687,161,58.6,4.9,2.46,2.05,38.053429,-122.143771
390000,62526,75799,5180,2107,169,47.2,5.7,3.17,2.49,38.105138,-122.194965
529500,144706,154736,5536,1848,0,93.4,7.2,3.1,2.84,38.08911,-122.166591
472100,102546,115523,3256,1339,144,77.9,5.8,2.67,2.79,38.08132,-122.179172
477900,84554,93664,4132,1763,81,65.3,5.5,2.43,2.16,38.073939,-122.16882
437100,90341,99742,3592,1493,118,72.1,5.5,2.41,2.38,38.068685,-122.156333
447500,89028,108606,3165,1312,57,79.8,5.8,2.59,2.81,38.060325,-122.161256
530400,107137,130317,8761,2994,128,94.5,7,2.8,2.58,38.232406,-122.149118
371600,106447,118815,9825,2921,147,82.9,6.6,3.26,3.16,38.177326,-122.143987
398600,84922,117706,4711,1614,69,66.3,6.8,3.03,2.74,38.243971,-122.095169
368400,79866,85557,3303,1242,124,75.4,6.4,2.65,3.74,38.266012,-122.064498
569600,119350,145493,3156,1187,40,81.8,7.3,2.87,2.21,38.286349,-122.080244
457300,115658,133611,4557,1562,36,80.3,7.6,2.86,2.62,38.289186,-122.048838
248000,66723,75083,3368,1282,59,65.6,5.9,2.46,1.9,38.275978,-122.055112
392100,60049,69715,5065,2087,205,51.9,5.4,2.67,2.3,38.291408,-122.029248
309800,73438,77693,4113,1421,143,75.8,6.1,3.17,3.01,38.277722,-122.036316
415200,94167,97197,4393,1371,93,89,6.8,2.97,3.51,38.284425,-122.014333
299100,80833,88664,3427,1102,32,77.1,6.1,3.36,3.59,38.276741,-122.017315
376800,103728,106140,6823,1975,136,80.3,6.5,3.33,3.84,38.290414,-121.985785
229200,48870,55285,4559,1431,221,64.2,5.6,2.93,3.52,38.253336,-122.058079
254300,52653,67060,5238,1665,155,58.4,5.2,3.13,3.18,38.244345,-122.064727
193300,39183,44695,2670,962,47,39.3,4.4,2.7,3.38,38.255678,-122.041715
172500,37623,43052,2275,632,50,19.9,3.9,2.52,2.19,38.246969,-122.043899
308900,46875,54016,3674,1200,185,40.9,4.8,2.76,3.23,38.266342,-122.048834
198600,48455,56592,5520,1926,117,34.5,4.3,3.12,3.13,38.266568,-122.039292
231100,45897,55116,5148,1752,106,35.1,4.9,2.64,3.17,38.264869,-122.029618
207800,39435,50345,3819,1186,91,38.6,4.7,2.7,3.56,38.256104,-122.027842
218500,40222,46627,3807,1341,165,40.6,5.2,2.97,2.82,38.266321,-122.021751
248700,62847,76077,3142,1049,0,80.1,6.1,2.83,4.01,38.270073,-122.006721
234100,56912,62140,3263,1131,89,45.5,4.7,2.6,3.29,38.264149,-122.012216
322900,79034,87442,6808,2478,199,71.4,5.8,3.1,2.91,38.238777,-122.015875
244300,64731,79803,3846,1291,87,55.8,6,2.99,3.53,38.249387,-122.025273
252000,53889,63135,5155,1859,53,60.4,5.6,3.18,2.5,38.249567,-122.013752
250200,72037,73987,5962,1990,46,80,6.1,2.99,3.9,38.247902,-121.99761
320800,94004,106447,3844,1200,51,89,5.7,3.37,3.33,38.252692,-121.984063
207100,61063,67954,4753,1689,200,72,5.4,2.57,3.54,38.261298,-122.003001
707100,112500,135334,4368,1816,124,79.6,6.5,2.64,2.7,38.429044,-122.002013
431000,87217,97405,4726,1966,128,71.1,5.6,2.59,2.38,38.40685,-121.93898
298500,67097,80652,3626,1343,150,51.9,5.8,3.14,2.39,38.34223,-121.95682
328700,75388,92098,3235,1113,46,87.5,6,2.57,3.71,38.347764,-121.941896
364800,91897,91381,5617,2003,159,69.3,6.1,3.05,2.96,38.340104,-121.944432
270000,50608,58285,4912,2799,132,65.2,4.7,1.74,1.54,38.36729,-121.947377
400100,113242,118591,5625,1947,42,82.8,7.1,3.03,3.3,38.357391,-121.944807
319900,95331,100081,4910,1747,14,76.4,6,2.92,2.43,38.326272,-121.9657
330600,82955,97501,5266,1882,84,65.9,5.6,3.41,2.95,38.33218,-121.950121
397100,125313,156631,3506,1040,60,94.4,7.2,3.52,3.87,38.321947,-121.955351
363900,52500,83790,4974,2089,127,60.5,5.5,2.37,2.61,38.353013,-121.997507
213500,58683,65040,5958,2545,316,35.6,4.6,2.75,2.57,38.352552,-121.968341
265400,65347,74765,3296,1296,69,48.8,5,2.87,2.4,38.341936,-121.965478
195400,51645,66186,6016,2380,273,52.9,5.2,2.58,2.58,38.340162,-121.977728
284300,54500,70393,4088,1541,149,63.7,5.7,2.9,2.61,38.339651,-121.991574
371300,83552,96250,4713,1823,52,86.4,6.7,2.44,2.93,38.367897,-122.008413
263000,57329,68363,4147,1616,46,63.2,5.5,2.54,2.51,38.362185,-121.998444
432500,73030,107028,7098,2494,242,67.4,6.2,2.84,3.22,38.375498,-121.982107
389300,99643,98287,3022,1116,20,58.5,6.2,2.88,3.27,38.376062,-121.975269
469000,125833,131161,3102,992,0,82.5,6.8,2.99,3.53,38.394129,-121.971811
583300,69075,81174,2743,1071,40,54.9,5.3,2.37,3.3,38.426986,-121.835647
297500,59472,73553,6940,2520,181,55.1,5.1,3.01,2.71,38.443001,-121.823904
359400,86307,101475,4959,1710,86,88.1,6.6,2.98,3.96,38.447745,-121.841516
386800,65917,76369,6611,2289,183,60.7,5.6,2.77,3.44,38.458553,-121.831756
284400,59836,69815,8423,4210,446,75.9,5.1,2.05,2.14,38.176373,-121.707801
914900,79468,142999,2322,1164,76,65.7,5.6,2.43,3,38.257972,-122.43781
582600,67866,100277,5103,2776,436,64.1,5.5,2.26,1.89,38.300775,-122.462654
600400,47946,80030,4505,2319,144,57.5,4.6,2.28,1.62,38.281924,-122.463631
801400,85313,101328,3678,1875,162,55,5.2,2.24,2.08,38.287272,-122.455556
522500,58724,126576,4170,2475,292,83.5,5.6,1.77,2.6,38.289432,-122.503861
542200,55495,75864,6158,2492,326,49.4,4.9,2.45,2.72,38.304427,-122.488572
378700,39196,59065,5282,1795,140,41.6,4.7,2.5,4.07,38.317297,-122.486837
600200,75938,92957,4107,1720,117,67.5,5.1,2.57,2.94,38.319097,-122.478545
718200,80341,110819,5283,2489,618,66.7,5,2.12,2.14,38.37362,-122.534884
403700,62018,76264,4089,1402,42,73.4,5.5,2.59,3.62,38.237706,-122.612749
435400,75109,83867,4307,1572,64,87.7,6,2.8,3.58,38.244265,-122.608181
418800,57995,73056,7249,2768,135,60.4,5.3,3.03,2.4,38.25208,-122.61974
631700,119000,124525,5369,1916,40,80.7,6.6,3.06,2.57,38.269655,-122.635085
396600,60826,73577,4465,1924,59,78,5.5,2.25,2.81,38.261083,-122.643639
488800,100641,104517,4004,1412,12,80.2,6,2.6,3.6,38.265438,-122.639888
585300,80852,94222,4067,1413,102,71.8,5.7,2.69,2.47,38.239722,-122.593557
564600,102727,107380,4325,1809,125,65.7,6,2.86,2.59,38.248932,-122.596456
555100,65905,78279,4609,2161,108,41,4.6,2.4,1.91,38.231376,-122.632083
707700,102802,124953,4552,1805,112,76.3,6.5,2.67,2.49,38.21741,-122.630058
612300,72739,91067,4994,2089,194,56.8,5,2.45,2.2,38.227044,-122.649335
417100,65121,78473,4904,2081,184,50.8,4.7,2.58,2.79,38.243142,-122.639462
590100,92321,118675,3350,1485,120,76.8,6.1,2.51,2.25,38.241858,-122.652295
707400,80733,104351,3483,1516,77,60.5,5.4,2.64,2.32,38.249481,-122.673463
835500,69653,94545,5151,1850,128,60.6,5.9,2.48,2.64,38.261155,-122.733346
209500,55901,75447,6855,3076,324,61.7,4.5,2.63,2.07,38.324208,-122.704272
395300,63780,74407,5130,2157,28,55.2,5.1,2.39,2.31,38.324491,-122.694753
377700,56250,91639,3413,1603,28,55.3,4.5,2.37,2.12,38.32454,-122.707879
347900,54531,68954,4587,1645,62,49.1,5.1,3.23,2.78,38.333769,-122.70015
318800,44375,50144,5405,2441,132,28.2,3.8,2.39,2.15,38.341842,-122.706208
195300,54610,65775,3636,1679,101,57.8,4.6,1.9,2.46,38.347177,-122.69437
447200,77125,93382,5174,1993,254,79.7,5.8,2.8,2.41,38.366522,-122.69571
441700,55052,66091,4796,2185,63,51.8,5.1,2.44,2.47,38.356178,-122.694153
404500,74224,90105,4865,1912,104,70.6,5.4,2.98,2.24,38.357177,-122.671385
362500,62703,69320,6143,1531,106,51.6,4.8,2.76,2.28,38.339154,-122.68363
388900,74570,90129,6382,2449,0,58,5.4,2.71,2.71,38.329189,-122.681516
338400,53396,64197,7306,2081,141,45.2,4.9,3.36,3.39,38.423769,-122.700806
81900,47597,52779,9177,3592,164,40.9,4.2,2.65,2.65,38.406079,-122.709113
461300,61604,71275,6591,3067,144,55.8,5.4,2.42,2.18,38.420759,-122.667881
678500,120685,161380,3572,1458,0,90.1,7.1,2.48,2,38.431654,-122.649736
447200,78472,85841,3563,1379,31,85.9,6,2.25,2.71,38.436433,-122.667757
476800,50985,64560,2901,1925,309,73.2,5,1.62,1.42,38.443256,-122.593536
603900,62188,90692,3324,2062,251,83.7,5.8,1.78,1.75,38.428308,-122.591361
445400,62857,77208,6978,3091,207,42.8,4.6,2.58,2.21,38.448716,-122.669635
445500,60380,76030,5219,2150,139,62.4,5.1,2.52,1.89,38.442953,-122.691027
368100,51071,51615,3158,1448,122,37.6,4.5,2.5,2.26,38.435461,-122.707882
403300,43098,50692,2079,1032,120,15.1,3.6,1.28,1.84,38.44266,-122.714483
367300,41328,55530,3004,1083,80,57.5,4.4,1.85,2.55,38.459275,-122.72324
393300,47553,50997,3846,1822,148,27.4,4.3,2.17,2.5,38.456279,-122.712616
418300,62098,71543,6763,3027,139,50.4,4.9,2.24,2.65,38.466501,-122.675437
547600,59187,77946,3527,1877,157,39.9,5,2.28,1.81,38.447973,-122.707916
575100,70069,92679,4329,1937,0,71.3,5.8,2.29,1.88,38.459655,-122.699859
780900,110815,149983,10001,4280,158,75.3,6.7,2.64,1.8,38.47941,-122.702634
426100,54570,75886,4178,1740,87,41.7,5,2.5,2.36,38.466431,-122.659394
334600,72196,81701,3603,1553,62,73.8,5.3,2.43,2.75,38.477479,-122.663925
652500,104612,124560,8365,3502,376,87.1,6.4,2.56,2.1,38.485816,-122.649199
460000,72560,91609,5271,2215,234,82.4,5.9,2.3,3.02,38.515795,-122.758709
485600,57739,74080,5242,2108,115,55,5,2.69,2.25,38.503871,-122.763011
404100,63988,79328,5547,2023,68,65.3,5.4,2.58,2.92,38.478507,-122.748638
233800,38988,50450,6807,2926,291,21.3,4,2.54,2.55,38.463745,-122.735116
360400,46029,59407,5114,1592,28,38.9,4.9,2.77,3.81,38.458921,-122.745612
442400,66978,77434,5095,1923,57,55.6,5.5,2.53,3.02,38.461508,-122.759678
352600,64803,75861,4037,1595,127,65.3,5,2.61,1.74,38.469782,-122.758588
550000,73370,81940,5234,1925,157,70,5.6,2.59,2.39,38.472016,-122.779077
363900,40250,48325,6594,2437,174,32.3,4.2,2.66,2.47,38.45107,-122.737878
277600,53289,60048,6827,2059,209,56.8,4.8,3.06,3.03,38.441232,-122.73428
255700,46162,53459,5502,2099,123,49.1,4.8,2.41,3.19,38.434031,-122.73957
436900,76607,98888,6669,2553,125,81.5,5.9,2.75,3.35,38.434065,-122.774498
322500,59091,64956,7286,2881,141,67.5,5,2.43,2.83,38.444993,-122.758894
334900,53112,58279,5742,1473,80,40.6,4.8,3.54,4.83,38.420038,-122.721267
295800,59722,60426,4716,1476,34,43.1,5.3,3.44,3.72,38.421012,-122.73393
247100,58676,77020,4046,1273,149,42.8,4.1,3.21,3.45,38.427906,-122.724483
392300,60694,73591,7522,2245,215,57.1,5.3,3.13,3.67,38.400056,-122.72827
379400,68911,75648,11010,3612,301,55.8,5.2,3.05,3.37,38.414402,-122.755089
563500,54969,79310,6131,2872,154,55.8,4.9,2.45,1.96,38.406905,-122.837415
598800,69250,89440,3840,1812,196,63.1,5,2.57,1.76,38.386235,-122.809825
659300,79229,98536,4011,1944,111,68.4,5.5,2.61,1.94,38.385834,-122.827285
693800,80225,98730,4319,1959,144,79.6,5.5,2.39,2.26,38.348619,-122.786556
788500,79375,98766,3684,1805,222,73.8,5.7,2.69,1.83,38.363555,-122.867554
708600,78272,90745,5327,2523,314,78.4,5.5,2.39,2.56,38.421742,-122.881361
383500,37014,50303,3490,2824,1241,55.3,4.1,2.08,1.8,38.477937,-123.013397
391200,41792,60965,3728,2610,760,54.4,4.1,1.82,2.13,38.513227,-122.99149
468900,52500,78715,3536,1871,349,69.9,4.8,2.17,2.22,38.491882,-122.899331
476700,71250,82163,4092,2464,629,81.7,4.8,2.21,1.79,38.473006,-122.89293
460800,77877,96233,9648,3386,138,77.4,5.6,3.05,3.21,38.542124,-122.822649
385800,86357,95610,3239,1174,96,82.7,5.9,3.3,3.07,38.557248,-122.812726
452400,67692,75116,3288,1286,50,65.8,5.5,2.56,1.86,38.550387,-122.802582
508300,102841,115382,3861,1451,28,82.2,5.7,3.11,2.36,38.555143,-122.786576
253200,54432,71485,4251,1545,88,66.5,5.2,2.4,2.76,38.547333,-122.812292
506200,73681,89340,4336,1607,95,75.1,6.2,2.49,3.86,38.5345,-122.788489
559300,70976,107293,5421,2483,220,67.8,5.5,2.52,2.35,38.619765,-122.851851
504100,53864,74187,4147,1658,158,47,5.2,2.37,2.81,38.616142,-122.867626
633600,65962,80019,3760,1690,146,63.1,5.3,2.18,2.66,38.618621,-122.861794
728100,77017,102711,3729,1781,272,70.3,5.4,2.55,3.17,38.707386,-122.880341
338200,41240,50107,3925,1563,273,45.4,4.7,3.15,2.44,38.804492,-123.014889
404200,70337,79138,5994,2465,175,70.1,5.4,2.54,2.59,38.795514,-123.02378
692600,67410,99042,3747,2324,700,81,5.1,1.98,2.13,38.37717,-122.975413
846100,57148,86979,1720,2011,1422,81,4.7,1.87,2.2,38.682003,-123.419284
594300,68510,88907,2400,1852,881,72.3,4.2,2.22,2.03,38.509862,-123.13865
551400,72750,96537,4928,2017,142,77.2,6.2,2.67,3.07,37.811191,-120.835519
539300,79519,104179,3869,1457,61,77.8,6.5,2.71,3.26,37.763339,-120.807846
264000,67196,82265,5908,2324,173,69.9,5.7,2.59,2.71,37.765456,-120.863197
277500,61854,71325,6593,2224,247,66,5.8,3.45,2.86,37.756855,-120.860536
235400,56517,65200,8756,3305,230,56.4,5.2,2.62,3,37.770954,-120.837538
193100,36333,51317,1987,729,79,40.3,4.9,2.85,3.02,37.735778,-120.932159
202200,44821,65802,2641,886,101,59.2,5.4,3.43,3.02,37.736614,-120.94892
179400,61992,70168,5883,1817,183,81.5,5.5,3.28,3.78,37.726345,-120.945008
